Actividad,Ciudad,Departamento,Direccion,Link,Nombre_Empresa,Tema_Busqueda,telefono
Actividades de operadores turisticos,MEDELLIN,ANTIOQUIA,CALLE 48 C 65 A 59 INT 104,https://empresite.eleconomistaamerica.co/TURISMO-AGUILAS-SAS.html,DE TURISMO CON LAS AGUILAS S A S,TURISMO-RECEPTIVO,(4)4941604
Transporte de pasajeros,MEDELLIN,ANTIOQUIA,CALLE 43 88 68,https://empresite.eleconomistaamerica.co/TURISMO-LUJO-LTDA.html,TURISMO DE LUJO S A S,TURISMO-RECEPTIVO,3102765968
Alojamiento en hoteles,GIRARDOTA,ANTIOQUIA,VEREDA MANGA ARRIBA MCP GIRARDOTA,https://empresite.eleconomistaamerica.co/TURISMO-ABIERTO-SAS.html,TURISMO ABIERTO S A S,TURISMO-RECEPTIVO,(4)2893345
Corretaje de valores y de contratos de productos basicos,MEDELLIN,ANTIOQUIA,CALLE 51 72 30,https://empresite.eleconomistaamerica.co/TURISMO-2-000-LTDA.html,TURISMO 2 000 LTDA,TURISMO-RECEPTIVO,(4)4363688
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,CARRERA 47 52 83 OF 703,https://empresite.eleconomistaamerica.co/TURISMO-LIMITE-LTDA.html,TURISMO SIN LIMITE LTDA,TURISMO-RECEPTIVO,(4)2311042
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,CALLE 45 E 70 B 09,https://empresite.eleconomistaamerica.co/TURISMO-CLASE-LTDA.html,TURISMO CON CLASE S A S,TURISMO-RECEPTIVO,(4)4449636
Otros servicios de reserva y actividades relacionadas,SANTA BARBARA,ANTIOQUIA,CARRERA SANTANDER EL CENTENARIO,https://empresite.eleconomistaamerica.co/TURISMO-SANTA-BARBARA-SAS.html,TURISMO SANTA BARBARA SAS,TURISMO-RECEPTIVO,3206329889
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,CALLE 33 63 B 14 INT 1,https://empresite.eleconomistaamerica.co/TURISMO-MARCO-POLO-SAS.html,TURISMO MARCO POLO S A S,TURISMO-RECEPTIVO,(4)3347701
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,,https://empresite.eleconomistaamerica.co/TURISMO-LTDA-ANTIOQUIA.html,TURISMO I LTDA,TURISMO-RECEPTIVO,(4)2680710
Actividades de operadores turisticos,ITAGUI,ANTIOQUIA,CALLE 32 61 230,https://empresite.eleconomistaamerica.co/TURISMO-CHIVAS-MEDELLIN-SAS.html,TURISMO Y CHIVAS MEDELLIN S A S,TURISMO-RECEPTIVO,(4)4483865
Transporte de pasajeros,MEDELLIN,ANTIOQUIA,TRANSVERSAL 39 B 74 B 10,https://empresite.eleconomistaamerica.co/TURISMO-EJECUTIVO-JSLSAS.html,OPTIMA LOGISTICA INTEGRAL S A S,TURISMO-RECEPTIVO,(4)3220375
Actividades de las agencias de viaje,GUARNE,ANTIOQUIA,CALLE 52 50 24 P 2,https://empresite.eleconomistaamerica.co/TURISMO-HELLOW-ORIENTE-SAS.html,TURISMO HELLOW ORIENTE S A S,TURISMO-RECEPTIVO,3122454876
Alojamiento en hoteles,APARTADO,ANTIOQUIA,CALLE 98 105 05 BRR HUMEDAL,https://empresite.eleconomistaamerica.co/TURISMO-NEW-HOTELERO-SAS.html,TURISMO NEW HOTELERO S A S,TURISMO-RECEPTIVO,3217818720
Actividades de operadores turisticos,JERICO,ANTIOQUIA,CALLE 5 4 03,https://empresite.eleconomistaamerica.co/TURISMO-EVENTOS-JERICO-SAS.html,TURISMO Y EVENTOS JERICO S A S,TURISMO-RECEPTIVO,(4)8523065
Actividades de operadores turisticos,MEDELLIN,ANTIOQUIA,CALLE 49 DD 83 A 30 APTO 22,https://empresite.eleconomistaamerica.co/TURISMO-NACIONAL-LJ-SAS.html,TURISMO NACIONAL LJ S A S,TURISMO-RECEPTIVO,(4)5073100
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,CARRERA 84 15 A 162,https://empresite.eleconomistaamerica.co/TURISMO-COLOMBIA-DEOSAS.html,TURISMO POR COLOMBIA D E O S A S,TURISMO-RECEPTIVO,(4)3410280
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,CALLE 54 45 25,https://empresite.eleconomistaamerica.co/TURISMO-MAYA-LONDONO-LTDA.html,TURISMO MAYA LONDONO S A S,TURISMO-RECEPTIVO,(4)3198304
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,VIA 73 39 A 04 CQ,https://empresite.eleconomistaamerica.co/TURISMO-MULTICOLOR-CIA-LTDA.html,TURISMO MULTICOLOR Y CIA LTDA,TURISMO-RECEPTIVO,(4)4119411
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,,https://empresite.eleconomistaamerica.co/TURISMO-NEGOCIOS-LTDA.html,TURISMO Y NEGOCIOS LTDA,TURISMO-RECEPTIVO,
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,TRANSVERSAL 78 65 196,https://empresite.eleconomistaamerica.co/TURISMO-RAPIDO-OCHOA-SA.html,TURISMO RAPIDO OCHOA S A,TURISMO-RECEPTIVO,(4)4448888
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,CALLE 26 39 70 INT 1306,https://empresite.eleconomistaamerica.co/TURISMO-PLAYA-BRISA-MAR-LTDA.html,TURISMO PLAYA BRISA MAR LTDA,TURISMO-RECEPTIVO,(4)5831542
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,CALLE 9 43 A 31 OF 234,https://empresite.eleconomistaamerica.co/TURIXMO-RECEPTIVO-LTDA.html,TURIXMO RECEPTIVO LTDA,TURISMO-RECEPTIVO,(4)2662846
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,,https://empresite.eleconomistaamerica.co/TURISMO-MC-REPRESENTACIONES-LTDA.html,TURISMO M C REPRESENTACIONES LTDA,TURISMO-RECEPTIVO,(4)2428559
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,,https://empresite.eleconomistaamerica.co/TURISMO-VIDA-NUEVA-LIVIC-REPRESENTACIONES-LTDA.html,TURISMO VIDA NUEVA LIVIC REPRESENTACIONES LTDA,TURISMO-RECEPTIVO,
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,CARRERA 73 52 65 INT 910,https://empresite.eleconomistaamerica.co/TURISMO-RECREACION-LUCECITAS-MAGICAS-SAS.html,TURISMO Y RECREACION LUCECITAS MAGICAS S A S,TURISMO-RECEPTIVO,(4)4484413
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,CARRERA 43 A 6 SUR 15 L 106,https://empresite.eleconomistaamerica.co/TURISMO-DEPORTE-ENTRETENIMIENTO-SAS.html,TURISMO DEPORTE Y ENTRETENIMIENTO S A S,TURISMO-RECEPTIVO,(4)3117672
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,CALLE 45 A 102B 31,https://empresite.eleconomistaamerica.co/TURISMO-EMPRESARIAL-COLOMBIA-LTDA.html,TURISMO EMPRESARIAL DE COLOMBIA LTDA,TURISMO-RECEPTIVO,(4)4511463
Actividades de operadores turisticos,MEDELLIN,ANTIOQUIA,CALLE 50 45 56 INT 104,https://empresite.eleconomistaamerica.co/TURISMO-MEDELLIN-VIAJES-GLOBO-SAS.html,TURISMO EN MEDELLIN Y VIAJES Y TURISMO GLOBO S A,TURISMO-RECEPTIVO,(4)4488990
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,CARRERA 69 48 D 5,https://empresite.eleconomistaamerica.co/TURISMO-CULTURA-INTERNACIONAL-TCI-LTDA.html,TURISMO Y CULTURA INTERNACIONAL TCI LTDA,TURISMO-RECEPTIVO,(4)2305393
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,CALLE 44 73 16 OF 208,https://empresite.eleconomistaamerica.co/TURISMO-TRANSPORTE-RAPITUORS-LTDA.html,TURISMO Y TRANSPORTE RAPITUORS LTDA,TURISMO-RECEPTIVO,(4)4120096
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,CALLE 12 39 298 LC 3,https://empresite.eleconomistaamerica.co/TURISMO-VIP-TRAVEL-AGENCY-SAS.html,TURISMO V I P TRAVEL AGENCY S A S,TURISMO-RECEPTIVO,(4)4488038
Transporte de pasajeros,MEDELLIN,ANTIOQUIA,CA 70 32 B 26,https://empresite.eleconomistaamerica.co/TURISMO-TRANSPORTE-HERNANDEZ-ECHEVERRY-LTDA.html,TURISMO Y TRANSPORTE HERNANDEZ ECHEVERRY LTDA,TURISMO-RECEPTIVO,(4)2357418
Alojamiento en hoteles,LA PINTADA,ANTIOQUIA,VIA PINTADA MEDELLIN KM 2,https://empresite.eleconomistaamerica.co/TURISMO-REAL-DINASTIA-SOCIEDAD-ACCIONES-SIMPLIFICADA.html,TURISMO REAL DINASTIA SOCIEDAD POR ACCIONES SIMPLIFICADA,TURISMO-RECEPTIVO,(4)8453034
Actividades de las cooperativas financieras,MEDELLIN,ANTIOQUIA,CARRERA 43 A 31 159,https://empresite.eleconomistaamerica.co/COOPERATIVA-FINANCIERA-ANTIOQUIA.html,COOPERATIVA FINANCIERA DE ANTIOQUIA,TURISMO-RECEPTIVO,(4)2621827
Actividades de asociaciones empresariales y de empleadores,MEDELLIN,ANTIOQUIA,CARRERA 45 49 A 16,https://empresite.eleconomistaamerica.co/CAJA-COMPENSACION-FAMILIAR-ANTIOQUIA-COMFAMA.html,CAJA DE COMPENSACION FAMILIAR DE ANTIOQUIA COMFAMA,TURISMO-RECEPTIVO,(4)2516155
Construccion de edificios residenciales,MEDELLIN,ANTIOQUIA,CARRERA 43 34 95,https://empresite.eleconomistaamerica.co/EMPRESA-VIVIENDA-ANTIOQUIA.html,EMPRESA DE VIVIENDA DE ANTIOQUIA,TURISMO-RECEPTIVO,(4)4448608
Actividades ejecutivas de la administracion publica,MEDELLIN,ANTIOQUIA,CALLE 42 B 52 106,https://empresite.eleconomistaamerica.co/DEPARTAMENTO-ANTIOQUIA.html,DEPARTAMENTO DE ANTIOQUIA,TURISMO-RECEPTIVO,(4)3838114
Alojamiento en hoteles,MEDELLIN,ANTIOQUIA,TRANSVERSAL 39 74 B 10,https://empresite.eleconomistaamerica.co/PROMOTORA-INVERSORA-MALLA-SAS.html,PROMOTORA E INVERSORA MALLA S A S,TURISMO-RECEPTIVO,(4)4448428
Actividades de otras asociaciones n c p,MEDELLIN,ANTIOQUIA,CARRERA 30 CALLE 29 59,https://empresite.eleconomistaamerica.co/MUNICIPIO-DON-MATIAS.html,MUNICIPIO DE DON MATIAS,TURISMO-RECEPTIVO,(4)8663240
Actividades de otras asociaciones n c p,MEDELLIN,ANTIOQUIA,LUGAR SAN SEBASTIAN DE PALMITAS LA POTRERA,https://empresite.eleconomistaamerica.co/CORPORACION-TURISMO-RURAL-SOSTENIBLE.html,CORPORACION DE TURISMO RURAL SOSTENIBLE,TURISMO-RECEPTIVO,(4)3870667
Comercio al por mayor a cambio de una retribucion o por contrata,MEDELLIN,ANTIOQUIA,CARRERA 76 35 35 LOCAL 1,https://empresite.eleconomistaamerica.co/GRUPO-EMPRESARIAL-SERVICIOS-SECTOR-AEREO-TURISMO-SAS.html,GRUPO EMPRESARIAL DE SERVICIOS AL SECTOR AEREO Y DEL TURISMO S A S,TURISMO-RECEPTIVO,(4)4164500
Actividades de otras asociaciones n c p,MEDELLIN,ANTIOQUIA,CARRERA 48 20 34 OFC 904,https://empresite.eleconomistaamerica.co/ASOCIACION-COLOMBIANA-AGENCIAS-VIAJES-TURISMO-ANATO-CAPITULO-ANTIOQUIA-CHOCO.html,ASOCIACION COLOMBIANA DE AGENCIAS DE VIAJES Y TURISMO ANATO CAPITULO ANTIOQUIA CHOCO,TURISMO-RECEPTIVO,(4)4442203
Actividades de otras asociaciones n c p,MEDELLIN,ANTIOQUIA,CALLE 24 72 A 29,https://empresite.eleconomistaamerica.co/ASOCIACION-GUIAS-TURISMO-ANTIOQUIA-ASOGUIAN.html,ASOCIACION DE GUIAS DE TURISMO DE ANTIOQUIA ASOGUIAN,TURISMO-RECEPTIVO,3105107016
Actividades de operadores turisticos,MEDELLIN,ANTIOQUIA,CARRERA 31 63 53,https://empresite.eleconomistaamerica.co/TAURO-EVENTOS-TURISMO-SAS.html,TAURO EVENTOS Y TURISMO S A S,TURISMO-RECEPTIVO,(4)5717634
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,CARRERA 43 A 34 95 LOCAL 221,https://empresite.eleconomistaamerica.co/ALONSO-RESTREPO-VIAJES-TURISMO-SAS.html,ALONSO RESTREPO VIAJES Y TURISMO S A S,TURISMO-RECEPTIVO,(4)4480428
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,CARRERA 46 47 66 LC 3018,https://empresite.eleconomistaamerica.co/VIAJES-TURISMO-PLAYA-BLANCA-SAS.html,VIAJES Y TURISMO PLAYA BLANCA S A S,TURISMO-RECEPTIVO,(4)5117774
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,CALLE 40 105 146 BLOQ 2,https://empresite.eleconomistaamerica.co/NAZCCA-TURISMO-LOGISTICA-TRANSPORTE-SAS.html,NAZCCA TURISMO LOGISTICA Y TRANSPORTE S A S,TURISMO-RECEPTIVO,3216069279
Alojamiento en hoteles,MEDELLIN,ANTIOQUIA,CARRERA 74 48 37 EL ESTADI,https://empresite.eleconomistaamerica.co/PROMOTORA-HOTELES-TURISMO-SAS.html,PROMOTORA DE HOTELES Y TURISMO S A S,TURISMO-RECEPTIVO,(4)4364466
Actividades de operadores turisticos,MEDELLIN,ANTIOQUIA,CARRERA 74 D 75 19 INT 507,https://empresite.eleconomistaamerica.co/CMAS-TURISMO-CARGA-LOGISTICA-SAS.html,CMAS TURISMO CARGA Y LOGISTICA S A S,TURISMO-RECEPTIVO,(4)4211327
Actividades de consultaria de gestion,CAUCASIA,ANTIOQUIA,CALLE 17 5 01,https://empresite.eleconomistaamerica.co/CORPORACION-MIXTA-TURISMO-BAJO-CAUCA-DESTINO-RIQUEZAS.html,CORPORACION MIXTA DE TURISMO BAJO CAUCA DESTINO DE RIQUEZAS,TURISMO-RECEPTIVO,(4)8393790
Actividades de las agencias de viaje,ENVIGADO,ANTIOQUIA,CALLE 36 D SUR 27 A 105,https://empresite.eleconomistaamerica.co/EXITO-VIAJES-TURISMO-SAS.html,EXITO VIAJES Y TURISMO S A S,TURISMO-RECEPTIVO,(4)6049696
Actividades de las agencias de viaje,RIONEGRO,ANTIOQUIA,CALLE 50 CR 50 40 OF 202,https://empresite.eleconomistaamerica.co/ORGANIZACION-RIOS-B-TURISMO-LTDA.html,ORGANIZACION RIOS B EN TURISMO LTDA,TURISMO-RECEPTIVO,(4)5611023
Actividades de operadores turisticos,MEDELLIN,ANTIOQUIA,DIAGONAL 50 49 14 OF 205 B,https://empresite.eleconomistaamerica.co/AGENCIA-VIAJES-TURISMO-MEGADESTINOS-TMA-SAS.html,AGENCIA DE VIAJES Y TURISMO MEGADESTINOS TMA S A S,TURISMO-RECEPTIVO,(4)4483281
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,CARRERA 45 44 37,https://empresite.eleconomistaamerica.co/AGENCIA-VIAJES-TURISMO-ALOJAV-TRAVEL-SAS.html,AGENCIA DE VIAJES Y TURISMO ALOJAV TRAVEL S A S,TURISMO-RECEPTIVO,3128752807
Actividades de operadores turisticos,ENVIGADO,ANTIOQUIA,CARRERA 27 40 SUR 49 AP 101,https://empresite.eleconomistaamerica.co/REPRESENTACIONES-INVERSIONES-OASIS-TURISMO-SAS.html,REPRESENTACIONES E INVERSIONES OASIS TURISMO S A S,TURISMO-RECEPTIVO,3147838812
Actividades de operadores turisticos,ITAGUI,ANTIOQUIA,CARRERA 42 31 20,https://empresite.eleconomistaamerica.co/TURIBUS-COLOMBIA-OPERADORA-TURISMO-SAS.html,TURIBUS COLOMBIA OPERADORA DE TURISMO S A S,TURISMO-RECEPTIVO,3128644228
Otras actividades de servicio de apoyo a las empresas n c p,MEDELLIN,ANTIOQUIA,CARRERA 70 31 95,https://empresite.eleconomistaamerica.co/INTERVIAJES-TURISMO-SAS.html,INTERVIAJES Y TURISMO S A S,TURISMO-RECEPTIVO,(4)4488641
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,,https://empresite.eleconomistaamerica.co/RECREACION-TURISMO-LTDA.html,RECREACION Y TURISMO LTDA,TURISMO-RECEPTIVO,
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,,https://empresite.eleconomistaamerica.co/AMERICANA-TURISMO-LTDA-AMERITUR.html,AMERICANA DE TURISMO LTDA AMERITUR LTDA,TURISMO-RECEPTIVO,
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,,https://empresite.eleconomistaamerica.co/NAVES-VIAJEROS-AGENCIA-VIAJES-TURISMO-LTDA.html,NAVES Y VIAJEROS AGENCIA DE VIAJES Y TURISMO LTDA,TURISMO-RECEPTIVO,
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,CALLE 99 C 76 D 44 AP 401,https://empresite.eleconomistaamerica.co/VIP-EVENTOS-TURISMO-SAS.html,V I P EVENTOS Y TURISMO S A S,TURISMO-RECEPTIVO,(4)4814180
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,,https://empresite.eleconomistaamerica.co/REHOTUR-REPRESENTACIONES-HOTELES-EMPRESAS-TURISMO-LTDA.html,REHOTUR REPRESENTACIONES DE HOTELES Y EMPRESAS DE TURISMO LTDA,TURISMO-RECEPTIVO,
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,,https://empresite.eleconomistaamerica.co/PASATIEMPO-VIAJES-TURISMO-LTDA.html,PASATIEMPO VIAJES Y TURISMO LTDA,TURISMO-RECEPTIVO,(4)4119045
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,,https://empresite.eleconomistaamerica.co/COMPANIA-VIAJES-TURISMO-ABURRA-LTDA.html,COMPANIA DE VIAJES Y TURISMO ABURRA LTDA,TURISMO-RECEPTIVO,
Transporte mixto,BELLO,ANTIOQUIA,CARRERA 48 54 49,https://empresite.eleconomistaamerica.co/COOPERATIVA-TRANSPORTE-ESPECIAL-TURISMO.html,COOPERATIVA DE TRANSPORTE ESPECIAL Y DE TURISMO,TURISMO-RECEPTIVO,(4)4526834
Actividades de operadores turisticos,MEDELLIN,ANTIOQUIA,CALLE 52 27 20,https://empresite.eleconomistaamerica.co/AGENCIA-VIAJES-TURISMO-DESTINOS-LIMITES-SAS.html,AGENCIA DE VIAJES Y TURISMO DESTINOS SIN LIMITES S A S,TURISMO-RECEPTIVO,3137473989
Actividades de las agencias de viaje,SABANETA,ANTIOQUIA,CA 45 72 SUR 78,https://empresite.eleconomistaamerica.co/COSTA-REAL-VIAJES-TURISMO-SAS.html,COSTA REAL VIAJES Y TURISMO S A S EN LIQUIDACION,TURISMO-RECEPTIVO,(4)4485253
Actividades de las agencias de viaje,ENVIGADO,ANTIOQUIA,CALLE 36 D SUR 27 D 69 LC 9,https://empresite.eleconomistaamerica.co/GUADALCANAL-VIAJES-TURISMO-SAS.html,GUADALCANAL VIAJES Y TURISMO S A S,TURISMO-RECEPTIVO,(4)3333336
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,CARRERA 39 79 A 36,https://empresite.eleconomistaamerica.co/CREANDO-TURISMO-LTDA.html,CREANDO TURISMO LTDA,TURISMO-RECEPTIVO,(4)5165453
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,CARRERA 43 A 16 SUR 43,https://empresite.eleconomistaamerica.co/SWISS-ANDINA-TURISMO-SA.html,SWISS ANDINA TURISMO S A,TURISMO-RECEPTIVO,(4)3132544
Actividades de las agencias de viaje,ENVIGADO,ANTIOQUIA,CARRERA 48 25 B SUR 12,https://empresite.eleconomistaamerica.co/TRAVESIAS-TURISMO-PERSONALIZADO-SAS.html,TRAVESIAS TURISMO PERSONALIZADO S A S,TURISMO-RECEPTIVO,3104968736
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,CARRERA 49 48 59,https://empresite.eleconomistaamerica.co/KAREN-TOURS-VIAJES-TURISMO-LTDA.html,KAREN TOURS VIAJES Y TURISMO LTDA,TURISMO-RECEPTIVO,(4)5129231
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,CARRERA 29 E 4 SUR 131,https://empresite.eleconomistaamerica.co/COLOMBIA-LUJO-PROFESIONALES-VIAJES-TURISMO-SAS.html,COLOMBIA DE LUJO PROFESIONALES EN VIAJES Y TURISMO S A S,TURISMO-RECEPTIVO,(4)2660877
Actividades de las agencias de viaje,BELLO,ANTIOQUIA,DIAGONAL 61 A 48,https://empresite.eleconomistaamerica.co/AGENCIA-VIAJES-TURISMO-INMOBILIARIO-WAKATOURIN-SAS.html,AGENCIA DE VIAJES Y TURISMO INMOBILIARIO WAKATOURIN S A S,TURISMO-RECEPTIVO,(4)4815524
Actividades de las agencias de viaje,MEDELLIN,ANTIOQUIA,CARRERA 47 50 24 OF102,https://empresite.eleconomistaamerica.co/HIPERTOURS-VIAJES-TURISMO-LTDA.html,HIPERTOURS VIAJES Y TURISMO LTDA,TURISMO-RECEPTIVO,(4)5119700
Otros servicios de reserva y actividades relacionadas,AMAGA,ANTIOQUIA,CALLE 50 48 06 APT 302,https://empresite.eleconomistaamerica.co/INTERGROUP-MAYORISTA-TURISMO-SAS.html,INTERGROUP MAYORISTA DE TURISMO S A S,TURISMO-RECEPTIVO,3137804013
Actividades de las agencias de viaje,PUERTO TRIUNFO,ANTIOQUIA,CALLE 17 24 30,https://empresite.eleconomistaamerica.co/AVIVA-TURISMO-SAS.html,AVIVA TURISMO S A S,TURISMO-RECEPTIVO,3229501305
,SONSON,ANTIOQUIA,CARRERA 5 7 39,https://empresite.eleconomistaamerica.co/ITARE-VIAJES-TURISMO-SAS.html,ITARE VIAJES Y TURISMO S A S,TURISMO-RECEPTIVO,
Actividades de operadores turisticos,PUERTO TRIUNFO,ANTIOQUIA,CALLE 21 18 27,https://empresite.eleconomistaamerica.co/VIAJES-TURISMO-SOL-ORIENTE-SAS.html,VIAJES Y TURISMO SOL DE ORIENTE S A S,TURISMO-RECEPTIVO,3148201604
Actividades de arquitectura e ingenieria y otras actividades conexas de consultoria tecnica,MEDELLIN,ANTIOQUIA,CALLE 3 SUR 38 41 INT 303,https://empresite.eleconomistaamerica.co/MARKETING-DIGITAL-SA.html,MARKETING DIGITAL S A,MARKETING-DIGITAL,(4)3114072
Procesamiento de datos alojamiento (hosting) y actividades relacionadas,MEDELLIN,ANTIOQUIA,CARRERA 75 63 65 APTO 403,https://empresite.eleconomistaamerica.co/MARKETING-DIGITAL-SMC-SAS.html,MARKETING DIGITAL SMC S A S,MARKETING-DIGITAL,(4)4340445
Estudios de mercado y realizacion de encuestas de opinion publica,MEDELLIN,ANTIOQUIA,CALLE 12 31 193,https://empresite.eleconomistaamerica.co/INCENTIVA-GROUP-SAS.html,INCENTIVA GROUP S A S,MARKETING-DIGITAL,(4)2666208
Actividades especializadas de diseño,MEDELLIN,ANTIOQUIA,CARRERA 80 E 40 117,https://empresite.eleconomistaamerica.co/KRONOS-DIGITAL-MARKETING-SAS.html,KRONOS DIGITAL MARKETING S A S,MARKETING-DIGITAL,(4)2501120
