Actividad,Ciudad,Departamento,Direccion,Link,Nombre_Empresa,Tema_Busqueda,telefono
Actividades de hospitales y clinicas con internacion,ZARAGOZA,ANTIOQUIA,CALLE 35 40 58,http://empresite.eleconomistaamerica.co/IPS-PINA-ORO-SAS.html,IPS PINA DE ORO S A S,IPS,3205706028
Actividades de la practica medica sin internacion,MEDELLIN,ANTIOQUIA,VIA CIRCULAR 71 38 12,http://empresite.eleconomistaamerica.co/IPS-TU-CASA-SAS.html,I P S EN TU CASA S A S,IPS,(4)5896130
Actividades de apoyo terapeutico,MEDELLIN,ANTIOQUIA,CALLE 6 SUR  43 A 200,http://empresite.eleconomistaamerica.co/IPS-PHYSIA-SA.html,IPS PHYSIA S A,IPS,(4)2681477
Actividades de la practica medica sin internacion,SALGAR,ANTIOQUIA,CALLE 30 31 40,http://empresite.eleconomistaamerica.co/IPS-SERVI-SALGAR-EU.html,IPS SERVI SALGAR E U,IPS,(4)8442387
Actividades de arquitectura e ingenieria y otras actividades conexas de consultoria tecnica,MEDELLIN,ANTIOQUIA,CALLE 35 64 A 28 APT 601,http://empresite.eleconomistaamerica.co/IPSUM-INGENIERIA-SAS.html,IPSUM INGENIERIA S A S,IPS,(4)3163544
Actividades de apoyo diagnostico,RIONEGRO,ANTIOQUIA,CARRERA 64 B 44 04,http://empresite.eleconomistaamerica.co/IPS-LABORAMOS-SAS.html,IPS LABORAMOS SAS,IPS,3156263810
Actividades de la practica medica sin internacion,MEDELLIN,ANTIOQUIA,CALLE 22 42 A 58,http://empresite.eleconomistaamerica.co/IPS-LINA-RUIZ-SAS.html,IPS LINA RUIZ S A S,IPS,(4)4797651
Otras actividades de atencion de la salud humana,MEDELLIN,ANTIOQUIA,CARRERA 46 59 31,http://empresite.eleconomistaamerica.co/IPS-LENGUAJES-SAS.html,CENTRO DE EXPRESION MENTAL LENGUAJES S A,IPS,3226709801
Actividades de la practica medica sin internacion,CAUCASIA,ANTIOQUIA,CALLE 11 12 2,http://empresite.eleconomistaamerica.co/IPS-PUEBLONUEVO-LTDA.html,I P S PUEBLONUEVO LTDA,IPS,
Actividades de la practica medica sin internacion,MEDELLIN,ANTIOQUIA,CALLE 7 A 45 150,http://empresite.eleconomistaamerica.co/IPS-PATIO-BONITO-EU.html,I P S PATIO BONITO S A S,IPS,(4)3111080
Actividades de la practica medica sin internacion,MEDELLIN,ANTIOQUIA,CALLE 55 9 08,http://empresite.eleconomistaamerica.co/IPS-SALUD-ANGEL-EU.html,I P S SALUD ANGEL S A S,IPS,(4)2260017
Actividades de la practica medica sin internacion,REMEDIOS,ANTIOQUIA,CALLE 10 9 02 P 2,http://empresite.eleconomistaamerica.co/IPS-SOMOS-SALUD-EU.html,IPS SOMOS SALUD E U,IPS,(4)8303529
Otras actividades de atencion de la salud humana,MEDELLIN,ANTIOQUIA,,http://empresite.eleconomistaamerica.co/IPS-VACUNANDO-SAS.html,IPS VACUNANDO S A S,IPS,(4)4112281
Actividades de la practica medica sin internacion,CACERES,ANTIOQUIA,CALLE SANTANDER 49 50 92,http://empresite.eleconomistaamerica.co/IPS-SAEM-SALUD-SAS.html,IPS SAEM SALUD S A S,IPS,3022735979
Actividades de la practica medica sin internacion,MEDELLIN,ANTIOQUIA,CALLE 34 63A 93,http://empresite.eleconomistaamerica.co/IPS-DERMOLASER-LTDA.html,IPS DERMOLASER LTDA,IPS,(4)2652500
Actividades de la practica medica sin internacion,MEDELLIN,ANTIOQUIA,CARRERA 46 54 14,http://empresite.eleconomistaamerica.co/IPS-ECO-DOPPLER-SA.html,I P S ECO DOPPLER S A,IPS,(4)2515615
Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingenieria,MEDELLIN,ANTIOQUIA,CALLE 67 52 20 TORRE A O,http://empresite.eleconomistaamerica.co/IPSUM-CLINICAL-SAS.html,IPSUM CLINICAL S A S,IPS,(4)5167770
Actividades de consultaria de gestion,MEDELLIN,ANTIOQUIA,,http://empresite.eleconomistaamerica.co/IPSO-INGENIEROS-SAS.html,IPSO INGENIEROS S A S,IPS,(4)2640310
Comercio al por mayor de equipo partes y piezas electronicos y de telecomunicaciones,BELLO,ANTIOQUIA,AVENIDA 32 49 A 135 OF 222,http://empresite.eleconomistaamerica.co/IPSUM-AUTOMATIZACION-SAS.html,IPSUM AUTOMATIZACION S A S,IPS,(4)6017472
Comercio al por menor de otros productos nuevos en establecimientos especializados,MEDELLIN,ANTIOQUIA,CARRERA 66 A 34 94,http://empresite.eleconomistaamerica.co/IPS-OPTICA-SANTA-LAURA-SAS.html,I P S OPTICA SANTA LAURA S A S,IPS,(4)2657258
Actividades de apoyo terapeutico,CAUCASIA,ANTIOQUIA,DIAGONAL 16 34 00 BRR EL,http://empresite.eleconomistaamerica.co/IPS-ESPERANZAS-VIDA-SAS.html,IPS ESPERANZAS DE VIDA S A S,IPS,3115072035
Actividades de consultaria de gestion,MEDELLIN,ANTIOQUIA,CARRERA 50 63 59,http://empresite.eleconomistaamerica.co/IPS-FULL-DIAGNOSTIC-SAS.html,IPS FULL DIAGNOSTIC S A S,IPS,(4)4442286
Instalaciones electricas,ITAGUI,ANTIOQUIA,CALLE 48 49 39,http://empresite.eleconomistaamerica.co/IPS-PREVER-SALUD-GYPSAS.html,GRUPO ELECTRICO GOMEZ Y GOMEZ S A S,IPS,3164619276
Actividades de la practica medica sin internacion,MEDELLIN,ANTIOQUIA,CALLE 19 44 25,http://empresite.eleconomistaamerica.co/IPS-COMPANY-HELTH-SAS.html,COMPANY HEALTH SAS,IPS,(4)4181810
Actividades de planes de seguridad social de afiliacion obligatoria,PUERTO BERRIO,ANTIOQUIA,CALLE 50 7 16,http://empresite.eleconomistaamerica.co/IPS-REHABILITAMOS-SAS.html,I P S REHABILITAMOS S A S,IPS,3137198336
Actividades de la practica medica sin internacion,CAUCASIA,ANTIOQUIA,CALLE 24 8 10,http://empresite.eleconomistaamerica.co/IPS-FISIOSALUD-INTEGRAL-SAS.html,IPS FISIOSALUD INTEGRAL S A S,IPS,3117123797
Actividades de la practica medica sin internacion,MEDELLIN,ANTIOQUIA,CALLE 7 39 197 PISO 14,http://empresite.eleconomistaamerica.co/IPS-FELIPE-HOYOS-FORONDA-SAS.html,IPS FELIPE HOYOS FORONDA S A S,IPS,3004360806
Otras actividades de atencion de la salud humana,TARAZA,ANTIOQUIA,BARRIO MA GARD,http://empresite.eleconomistaamerica.co/IPS-TU-SALUD-BAJO-CAUCA-LTDA.html,IPS TU SALUD DEL BAJO CAUCA LTDA,IPS,3206804908
Actividades de la practica medica sin internacion,CAUCASIA,ANTIOQUIA,CALLE 26 C 12 A 20 PISO 2,http://empresite.eleconomistaamerica.co/IPS-CONFISALUD-CAUCASIA-SAS.html,IPS CONFISALUD CAUCASIA S A S,IPS,(4)8392994
Actividades de la practica medica sin internacion,BELLO,ANTIOQUIA,CALLE 49 52 03,http://empresite.eleconomistaamerica.co/IPS-INTEGRAL-ITUANGO-LTDA.html,IPS INTEGRAL SALUD ANTIOQUIA SAS,IPS,(4)2729454
Actividades de apoyo diagnostico,LA ESTRELLA,ANTIOQUIA,CARRERA 60 79 SUR 122,http://empresite.eleconomistaamerica.co/IPS-SENTIR-CENTRO-MEDICO-SAS.html,IPS SENTIR CENTRO MEDICO S A S,IPS,(4)3092982
Actividades de apoyo diagnostico,RIONEGRO,ANTIOQUIA,CALLE 63 A CR 44 55,http://empresite.eleconomistaamerica.co/IPS-PRUEBA-RIONEGRO-LTDA.html,IPS MEDICO S RIONEGRO LTDA,IPS,(4)5611773
Actividades de la practica medica sin internacion,PUERTO BERRIO,ANTIOQUIA,CARRERA 7 47 20,http://empresite.eleconomistaamerica.co/IPS-SALUD-ANTIOQUIA-LTDA.html,IPS SALUD ANTIOQUIA LTDA,IPS,3216434722
Actividades de hospitales y clinicas con internacion,CAUCASIA,ANTIOQUIA,CARRERA 2 A 17 75,http://empresite.eleconomistaamerica.co/IPS-HUMANA-SALUD-LTDA.html,IPS HUMANA SALUD S A S,IPS,(4)8398594
Otras actividades de atencion de la salud humana,SABANETA,ANTIOQUIA,CALLE 75 SUR 45 26,http://empresite.eleconomistaamerica.co/IPS-PRUEBA-ENVIGADO-SAS.html,IPS A PRUEBA ENVIGADO S A S,IPS,(4)3011817
Actividades de la practica medica sin internacion,SOPETRAN,ANTIOQUIA,CALLE 10 11 37,http://empresite.eleconomistaamerica.co/IPS-TEJIDO-HUMANO-LTDA.html,IPS TEJIDO HUMANO LTDA,IPS,(4)8542552
Otras actividades de atencion de la salud humana,MEDELLIN,ANTIOQUIA,CARRERA 77C 52 37,http://empresite.eleconomistaamerica.co/IPS-PRUEBA-MEDELLIN-LTDA.html,IPS A PRUEBA MEDELLIN LTDA,IPS,(4)4342907
Actividades de la practica medica sin internacion,JERICO,ANTIOQUIA,,http://empresite.eleconomistaamerica.co/IPS-ALDEA-PIEDRAS-LTDA.html,IPS ALDEA DE PIEDRAS LTDA,IPS,(4)8523540
Actividades de apoyo diagnostico,MEDELLIN,ANTIOQUIA,,http://empresite.eleconomistaamerica.co/IPS-PRUEBA-ANTIOQUIA-SAS.html,IPS A PRUEBA ANTIOQUIA S A S,IPS,(4)4220002
Actividades de la practica odontologica,MEDELLIN,ANTIOQUIA,,http://empresite.eleconomistaamerica.co/IPS-ODONTOLOGICA-PAISA-LTDA.html,I P S ODONTOLOGICA PAISA LTDA,IPS,
Actividades de hospitales y clinicas con internacion,MEDELLIN,ANTIOQUIA,CARRERA 51 D 59 09,http://empresite.eleconomistaamerica.co/IPS-SAN-JUAN-BAUTISTA-SAS.html,I P S SAN JUAN BAUTISTA S A S,IPS,(4)5121442
Actividades de hospitales y clinicas con internacion,MEDELLIN,ANTIOQUIA,CALLE 101 B 76 22,http://empresite.eleconomistaamerica.co/IPS-CRECER-SALUD-LTDA.html,IPS CRECER EN SALUD LTDA,IPS,(4)2679864
Actividades de la practica medica sin internacion,MEDELLIN,ANTIOQUIA,CA 80 B 243,http://empresite.eleconomistaamerica.co/IPS-CENTRO-MEDICO-ECO-EU.html,IPS CENTRO MEDICO ECO E U,IPS,(4)4444484
Otras actividades de atencion de la salud humana,BELLO,ANTIOQUIA,DIAGONAL 50 A 42 95,http://empresite.eleconomistaamerica.co/IPS-PRUEBA-BELLO-LTDA.html,IPS A PRUEBA BELLO LTDA,IPS,(4)4833997
Comercio al por menor de otros productos nuevos en establecimientos especializados,MEDELLIN,ANTIOQUIA,CARRERA 47 54 70,http://empresite.eleconomistaamerica.co/IPS-GRUPO-OPTICA-MODERNA-SAS.html,I P S GRUPO OPTICA MODERNA S A S,IPS,(4)5133566
Otras actividades de atencion de la salud humana,MEDELLIN,ANTIOQUIA,CARRERA 47 52 83 INT 401,http://empresite.eleconomistaamerica.co/IPS-SPA-CASA-PLANKTON-SAS.html,IPS Y SPA CASA PLANKTON S A S,IPS,(4)5142432
Actividades de hospitales y clinicas con internacion,TARAZA,ANTIOQUIA,CALLE 20 20 19,http://empresite.eleconomistaamerica.co/IPS-CONFIAR-SALUD-SAS.html,IPS CONFIAR SALUD S A S,IPS,(4)8365252
Comercio al por menor de otros productos nuevos en establecimientos especializados,MEDELLIN,ANTIOQUIA,CARRERA 45 52 46,http://empresite.eleconomistaamerica.co/IPS-OPTICA-VISION-ASTRAL-SAS.html,I P S OPTICA VISION ASTRAL S A S,IPS,3156837686
Comercio al por menor de otros productos nuevos en establecimientos especializados,SABANETA,ANTIOQUIA,CALLE 67 SUR 43 C 27,http://empresite.eleconomistaamerica.co/IPS-SIMETRIA-OPTICA-SAS.html,I P S SIMETRIA OPTICA S A S,IPS,3155786982
Actividades de hospitales y clinicas con internacion,MEDELLIN,ANTIOQUIA,CARRERA 2 17 75,http://empresite.eleconomistaamerica.co/IPS-CLINICA-PROVIDENCIA-SAS.html,IPS CLINICA PROVIDENCIA S A S,IPS,(4)8398120
Actividades de hospitales y clinicas con internacion,MEDELLIN,ANTIOQUIA,CALLE 43 80 B 69,http://empresite.eleconomistaamerica.co/IPS-INTEGRAL-JUAN-XXIII-LTDA.html,IPS INTEGRAL JUAN XXIII S A S,IPS,(4)4443062
Actividades de apoyo terapeutico,MEDELLIN,ANTIOQUIA,CARRERA 65 A 32 D 42,http://empresite.eleconomistaamerica.co/IPS-BIOSALUD-COLOMBIA-SAS.html,I P S BIOSALUD COLOMBIA S A S,IPS,3112382636
Comercio al por menor de otros productos nuevos en establecimientos especializados,MEDELLIN,ANTIOQUIA,CARRERA 47 49 69,http://empresite.eleconomistaamerica.co/IPS-OPTICA-PLAZUELA-SAS.html,I P S OPTICA LA PLAZUELA S A S,IPS,(4)5129146
Comercio al por menor de otros productos nuevos en establecimientos especializados,MEDELLIN,ANTIOQUIA,CARRERA 45 52 11,http://empresite.eleconomistaamerica.co/IPS-OPTICA-MEGAVISION-SAS.html,I P S OPTICA MEGAVISION S A S,IPS,(4)4440865
Actividades de apoyo terapeutico,MEDELLIN,ANTIOQUIA,CALLE 33 65 B 66,http://empresite.eleconomistaamerica.co/IPS-FARANDULA-SPA-SAS.html,IPS FARANDULA SPA S A S,IPS,(4)4211696
Otras actividades de atencion de la salud humana,BARBOSA,ANTIOQUIA,CALLE 15 15 39 OF 201,http://empresite.eleconomistaamerica.co/IPS-TRANSALUD-BARBOSA-SAS.html,IPS TRANSALUD BARBOSA SAS,IPS,(4)4063632
Actividades de la practica medica sin internacion,RIONEGRO,ANTIOQUIA,CALLE 52 57 59,http://empresite.eleconomistaamerica.co/IPS-MEDICOS-ORIENTE-SAS.html,IPS MEDICOS DEL ORIENTE S A S,IPS,3192697762
Actividades de la practica medica sin internacion,PUERTO BERRIO,ANTIOQUIA,CARRERA 5 48 03 BRR EL HOYO,http://empresite.eleconomistaamerica.co/IPS-SALUD-INTEGRAL-PREVENTIVA-SAS.html,IPS SALUD INTEGRAL PREVENTIVA S A S,IPS,(4)8330595
Otras actividades de atencion de la salud humana,MEDELLIN,ANTIOQUIA,CALLE 1 A SUR 43 A 49,http://empresite.eleconomistaamerica.co/IPS-RENACER-BELLEZA-INTEGRAL-SAS.html,I P S RENACER BELLEZA INTEGRAL S A S,IPS,(4)2663046
Actividades de la practica medica sin internacion,BELLO,ANTIOQUIA,DIAGONAL 75 D 1 221,http://empresite.eleconomistaamerica.co/IPS-OFTALMOLOGIA-GLAUCOMA-SAS.html,I P S OFTALMOLOGIA Y GLAUCOMA S A S,IPS,(4)5893286
Actividades de apoyo terapeutico,NECOCLI,ANTIOQUIA,CARRERA 50 52 43,http://empresite.eleconomistaamerica.co/IPS-VIDA-SANA-REHABILITACION-SAS.html,IPS VIDA SANA Y REHABILITACION S A S,IPS,3012452477
Actividades de apoyo diagnostico,PUERTO BERRIO,ANTIOQUIA,CARRERA 7 48 12,http://empresite.eleconomistaamerica.co/IPS-LABORATORIO-OPTICA-BERRIO-SAS.html,IPS LABORATORIO Y OPTICA BERRIO S A S,IPS,3108917285
Actividades de la practica medica sin internacion,LA CEJA,ANTIOQUIA,CALLE 18 18 69,http://empresite.eleconomistaamerica.co/IPS-CORRIENTE-VITAL-CONSULTORES-SAS.html,IPS CORRIENTE VITAL CONSULTORES S A S,IPS,(4)5531194
Peluqueria y otros tratamientos de belleza,RIONEGRO,ANTIOQUIA,CALLE 64 52 39 ALTOS DEL LAGO,http://empresite.eleconomistaamerica.co/IPS-CENTRO-ESTETICA-SANLOP-SAS.html,IPS CENTRO DE ESTETICA SANLOP S A S,IPS,(4)5615633
Actividades de la practica medica sin internacion,ENVIGADO,ANTIOQUIA,CARRERA 48 32 B SUR 30,http://empresite.eleconomistaamerica.co/IPS-PLENA-ESTETICA-PLASTICA-SAS.html,IPS PLENA ESTETICA Y PLASTICA S A S,IPS,3113711616
Actividades de apoyo terapeutico,GUARNE,ANTIOQUIA,FINCA BELLA LOMA LT 13 VRD ROMERAL,http://empresite.eleconomistaamerica.co/IPS-SANTOS-ANGELES-ORIENTE-SAS.html,IPS SANTOS ANGELES DEL ORIENTE S A S,IPS,(4)4441376
Actividades de apoyo terapeutico,APARTADO,ANTIOQUIA,CALLE 91 96 A 35,http://empresite.eleconomistaamerica.co/IPS-CONSTRUYENDO-SUENOS-AMOR-SAS.html,IPS REINTEGRAS EN SALUD S A S,IPS,(4)8285991
Actividades de apoyo terapeutico,NECOCLI,ANTIOQUIA,VEREDA CASA BLANCA CL 1 C 1 2,http://empresite.eleconomistaamerica.co/IPS-CENTRO-INTEGRAL-REHABILITACION-CASABLANCA-SAS.html,IPS CENTRO INTEGRAL DE REHABILITACION CASABLANCA S A S,IPS,3006779696
Actividades de apoyo terapeutico,MEDELLIN,ANTIOQUIA,CARRERA 76 49 B 10,http://empresite.eleconomistaamerica.co/IPS-TERAPIAS-INTEGRALES-DOMICILIARIAS-SAS.html,IPS TERAPIAS INTEGRALES DOMICILIARIAS S A S,IPS,(4)4487360
Actividades de la practica medica sin internacion,MEDELLIN,ANTIOQUIA,CALLE 49 B 76 A 74,http://empresite.eleconomistaamerica.co/IPS-CURATIV-CLINICA-HERIDAS-HIPERBARICA-SAS.html,IPS CURATIV CLINICA DE HERIDAS HIPERBARICA S A S,IPS,3104686810
Actividades de la practica medica sin internacion,MEDELLIN,ANTIOQUIA,CALLE 7 81 49,http://empresite.eleconomistaamerica.co/IPS-CENTRO-ESPECIALIZADO-MEDICINA-DOMICILIARIA-SAS.html,IPS CENTRO ESPECIALIZADO EN MEDICINA DOMICILIARIA SAS EN LIQUIDACION,IPS,(4)4440667
Comercio al por menor de otros productos nuevos en establecimientos especializados,MEDELLIN,ANTIOQUIA,CARRERA 47 54 53,http://empresite.eleconomistaamerica.co/IPS-OPTICA-CLASICA-MEDELLIN-SAS.html,IPS OPTICA CLASICA MEDELLIN S A S,IPS,(4)5131940
Comercio al por menor de otros productos nuevos en establecimientos especializados,MEDELLIN,ANTIOQUIA,CALLE 50 45 40,http://empresite.eleconomistaamerica.co/IPS-OPTICA-COOPERATIVA-COLOMBIA-SAS.html,I P S OPTICA COOPERATIVA DE COLOMBIA S A S,IPS,(4)5122332
Otras actividades de atencion de la salud humana,ITAGUI,ANTIOQUIA,CALLE 52 49 22,http://empresite.eleconomistaamerica.co/IPS-TERAPIAS-ALTERNATIVAS-SAMECF-SAS.html,IPS TERAPIAS ALTERNATIVAS SAMECF S A S,IPS,(4)3746163
Actividades de apoyo diagnostico,ITAGUI,ANTIOQUIA,CARRERA 50 A 36 22,http://empresite.eleconomistaamerica.co/IPS-SERVICIOS-SALUD-CENTRO-MEDICO-INDUAMERICA-EU.html,I P S SERVICIOS DE SALUD CENTRO MEDICO INDUAMERICA E U,IPS,(4)3726954
Actividades de la practica odontologica,SAN PEDRO,ANTIOQUIA,CALLE 47 49 54,http://empresite.eleconomistaamerica.co/IPS-CENTRO-ODONTOLOGICO-SAN-PEDRO-LTDA.html,I P S CENTRO ODONTOLOGICO SAN PEDRO LTDA,IPS,(4)8686400
Actividades de planes de seguridad social de afiliacion obligatoria,MEDELLIN,ANTIOQUIA,CALLE 34 64 45,http://empresite.eleconomistaamerica.co/IPS-DESPERTAR-REHABILITACION-FUNCIONAL-NEUROCOGNITIVA-SA.html,IPS DESPERTAR REHABILITACION FUNCIONAL Y NEUROCOGNITIVA S A,IPS,(4)2359135
,RIONEGRO,ANTIOQUIA,LUGAR MALL PUERTO BULEVAR LLANOGRANDE P 2 LC 211,http://empresite.eleconomistaamerica.co/IPS-DR-HOUSE-HEALTH-SERVICE-SAS.html,DR HOUSE HEALTH SERVICE S A S,IPS,
Otras actividades de atencion de la salud humana,MEDELLIN,ANTIOQUIA,CALLE 52 43 70 IN 104,http://empresite.eleconomistaamerica.co/IPS-CENTRO-MEDICO-QUIRURGICO-BIOESTETICA-SAS.html,IPS CENTRO MEDICO QUIRURGICO BIOESTETICA S A S,IPS,(4)5130531
Actividades de la practica medica sin internacion,MEDELLIN,ANTIOQUIA,CARRERA 50 A 59 50,http://empresite.eleconomistaamerica.co/IPS-METROPOLITANA-SOCIEDAD-MEDICA-SA.html,IPS METROPOLITANA SOCIEDAD MEDICA S.A.S.,IPS,(4)3136380
Comercio al por menor de productos farmaceuticos y medicinales cosmeticos y articulos de tocador en establecimientos especializados,MEDELLIN,ANTIOQUIA,CALLE 92 A 65 69,http://empresite.eleconomistaamerica.co/FARMACIA-ZEA-SAS.html,FARMACIA ZEA S A S,FARMACIA,(4)4779498
Comercio al por menor de productos farmaceuticos y medicinales cosmeticos y articulos de tocador en establecimientos especializados,SABANETA,ANTIOQUIA,CALLE 71 SUR 43 A 71,http://empresite.eleconomistaamerica.co/FARMACIAS-PLUS-SAS.html,FARMACIAS PLUS S A S,FARMACIA,3207098862
Comercio al por menor de productos farmaceuticos y medicinales cosmeticos y articulos de tocador en establecimientos especializados,BELLO,ANTIOQUIA,CALLE 52 50 A 42,http://empresite.eleconomistaamerica.co/FARMACIA-ETICA-EU.html,DROGUERIA ETICA S A S,FARMACIA,(4)4444685
Comercio al por menor de productos farmaceuticos y medicinales cosmeticos y articulos de tocador en establecimientos especializados,RIONEGRO,ANTIOQUIA,CALLE 49 CR 49 38,http://empresite.eleconomistaamerica.co/FARMACIA-POPULAR-SAS.html,FARMACIA POPULAR S A S,FARMACIA,(4)5610809
Comercio al por menor de productos farmaceuticos y medicinales cosmeticos y articulos de tocador en establecimientos especializados,MEDELLIN,ANTIOQUIA,CALLE 30 A 65 CC 76,http://empresite.eleconomistaamerica.co/FARMACIA-MALIBU-LTDA.html,FARMACIA MALIBU LTDA,FARMACIA,(4)2356670
Comercio al por menor de productos farmaceuticos y medicinales cosmeticos y articulos de tocador en establecimientos especializados,ITAGUI,ANTIOQUIA,,http://empresite.eleconomistaamerica.co/FARMACIA-MAGISTRAL-SAS.html,FARMACIA MAGISTRAL S A S,FARMACIA,
Comercio al por menor de productos farmaceuticos y medicinales cosmeticos y articulos de tocador en establecimientos especializados,MEDELLIN,ANTIOQUIA,CARRERA 42 49 08,http://empresite.eleconomistaamerica.co/FARMACIA-RAPIDROGAS-SAS.html,INVERSIONES FARMACEUTICAS P P S A,FARMACIA,(4)3223424
Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por productos diferentes de alimentos (viveres en general) bebidas y tabaco,MEDELLIN,ANTIOQUIA,CARRERA 45 83 42 PISO 2,http://empresite.eleconomistaamerica.co/FARMACIA-DROGUERIA-45-LTDA.html,FARMACIA Y DROGUERIA LA 45 LTDA,FARMACIA,(4)2334576
Comercio al por menor de productos farmaceuticos y medicinales cosmeticos y articulos de tocador en establecimientos especializados,MEDELLIN,ANTIOQUIA,CARRERA 51 41 57,http://empresite.eleconomistaamerica.co/FARMACIA-DROGUERIA-LIS-LTDA.html,FARMACIA DROGUERIA LIS LTDA,FARMACIA,(4)2327616
Comercio al por menor de productos farmaceuticos y medicinales cosmeticos y articulos de tocador en establecimientos especializados,MEDELLIN,ANTIOQUIA,CALLE 53 46 47 LOCAL 110,http://empresite.eleconomistaamerica.co/FARMACIA-DERMA-LIFE-SA.html,FARMACIA DERMA LIFE S A,FARMACIA,(4)4445589
Comercio al por menor de productos farmaceuticos y medicinales cosmeticos y articulos de tocador en establecimientos especializados,MEDELLIN,ANTIOQUIA,CARRERA 43 47 90,http://empresite.eleconomistaamerica.co/FARMACIA-SANTA-FE-SAS.html,FARMACIA SANTA FE S A S,FARMACIA,(4)5204604
Comercio al por menor de productos farmaceuticos y medicinales cosmeticos y articulos de tocador en establecimientos especializados,CAUCASIA,ANTIOQUIA,CARRERA 3 4 29,http://empresite.eleconomistaamerica.co/FARMACIA-SU-SALUD-SAS-ANTIOQUIA.html,FARMACIA SU SALUD S A S,FARMACIA,3013415439
Comercio al por menor de productos farmaceuticos y medicinales cosmeticos y articulos de tocador en establecimientos especializados,MARINILLA,ANTIOQUIA,CALLE 30 CR 30 47,http://empresite.eleconomistaamerica.co/FARMACIA-UNIDAD-MEDICA-INTEGRAL-UMI-LTDA.html,FARMACIA UNIDAD MEDICA INTEGRAL UMI LTDA,FARMACIA,(4)5690430
Comercio al por menor de productos farmaceuticos y medicinales cosmeticos y articulos de tocador en establecimientos especializados,MEDELLIN,ANTIOQUIA,CARRERA 45 55 24 LOCAL 101,http://empresite.eleconomistaamerica.co/FARMACIA-DROGUERIA-BIOENERGETICA-ARCO-IRIS-SA.html,DROGUERIA BIOENERGETICA ARCO IRIS S A,FARMACIA,(4)2180543
Comercio al por menor de productos farmaceuticos y medicinales cosmeticos y articulos de tocador en establecimientos especializados,MEDELLIN,ANTIOQUIA,CARRERA 65 78 550 LC354 C,http://empresite.eleconomistaamerica.co/FARMACIA-DROGUERIA-ESTACION-LTDA.html,FARMACIA Y DROGUERIA LA ESTACION S A S,FARMACIA,(4)2308996
Comercio al por menor de productos farmaceuticos y medicinales cosmeticos y articulos de tocador en establecimientos especializados,MEDELLIN,ANTIOQUIA,CALLE 52 20 44,http://empresite.eleconomistaamerica.co/FARMACIA-DROGUERIA-MEGAFARMAX-SAS.html,FARMACIA DROGUERIA MEGAFARMAX S A S,FARMACIA,3117067473
Comercio al por menor de productos farmaceuticos y medicinales cosmeticos y articulos de tocador en establecimientos especializados,BELLO,ANTIOQUIA,DIAGONAL 55 111,http://empresite.eleconomistaamerica.co/FARMACIA-DROGUERIA-NIQUIA-SAS.html,FARMACIA DROGUERIA NIQUIA SAS,FARMACIA,(4)4835185
